name_en, category, name_jp, name_jp_phonetic, dex_num, photo_link, type_1, type_2, ability_1, ability_2, ability_3, hp, attack, defense, special attack, special defense, speed, 
Musharna, Drowsing Pokémon, ムシャーナ, Musharna, #0518, https://archives.bulbagarden.net/wiki/Category:Musharna, Psychic, None, Forewarn, Synchronize, Telepathy, 116, 55, 85, 107, 95, 29, 
Pidove, Tiny Pigeon Pokémon, マメパト, Mamepato, #0519, https://archives.bulbagarden.net/wiki/Category:Pidove, Normal, Flying, Big Pecks, Super Luck, Rivalry, 50, 55, 50, 36, 30, 43, 
Tranquill, Wild Pigeon Pokémon, ハトーボー, Hatoboh, #0520, https://archives.bulbagarden.net/wiki/Category:Tranquill, Normal, Flying, Big Pecks, Super Luck, Rivalry, 62, 77, 62, 50, 42, 65, 
Unfezant, Proud Pokémon, ケンホロウ, Kenhallow, #0521, https://archives.bulbagarden.net/wiki/Category:Unfezant, Normal, Flying, Big Pecks, Super Luck, Rivalry, 80, 115, 80, 65, 55, 93, 
Blitzle, Electrified Pokémon, シママ, Shimama, #0522, https://archives.bulbagarden.net/wiki/Category:Blitzle, Electric, None, Lightning Rod, Motor Drive, Sap Sipper, 45, 60, 32, 50, 32, 76, 
Zebstrika, Thunderbolt Pokémon, ゼブライカ, Zebraika, #0523, https://archives.bulbagarden.net/wiki/Category:Zebstrika, Electric, None, Lightning Rod, Motor Drive, Sap Sipper, 75, 100, 63, 80, 63, 116, 
Roggenrola, Mantle Pokémon, ダンゴロ, Dangoro, #0524, https://archives.bulbagarden.net/wiki/Category:Roggenrola, Rock, None, Sturdy, Weak Armor, Sand Force, 55, 75, 85, 25, 25, 15, 
Boldore, Ore Pokémon, ガントル, Gantle, #0525, https://archives.bulbagarden.net/wiki/Category:Boldore, Rock, None, Sturdy, Weak Armor, Sand Force, 70, 105, 105, 50, 40, 20, 
Gigalith, Compressed Pokémon, ギガイアス, Gigaiath, #0526, https://archives.bulbagarden.net/wiki/Category:Gigalith, Rock, None, Sturdy, Sand Stream, Sand Force, 85, 135, 130, 60, 80, 25, 
Woobat, Bat Pokémon, コロモリ, Koromori, #0527, https://archives.bulbagarden.net/wiki/Category:Woobat, Psychic, Flying, Unaware, Klutz, Simple, 65, 45, 43, 55, 43, 72, 
Swoobat, Courting Pokémon, ココロモリ, Kokoromori, #0528, https://archives.bulbagarden.net/wiki/Category:Swoobat, Psychic, Flying, Unaware, Klutz, Simple, 67, 57, 55, 77, 55, 114, 
Drilbur, Mole Pokémon, モグリュー, Mogurew, #0529, https://archives.bulbagarden.net/wiki/Category:Drilbur, Ground, None, Sand Rush, Sand Force, Mold Breaker, 60, 85, 40, 30, 45, 68, 
Excadrill, Subterrene Pokémon, ドリュウズ, Doryuzu, #0530, https://archives.bulbagarden.net/wiki/Category:Excadrill, Ground, Steel, Sand Rush, Sand Force, Mold Breaker, 110, 135, 60, 50, 65, 88, 
Audino, Hearing Pokémon, タブンネ, Tabunne, #0531, https://archives.bulbagarden.net/wiki/Category:Audino, Normal, None, Healer, Regenerator, Klutz, 103, 60, 86, 60, 86, 50, 
Timburr, Muscular Pokémon, ドッコラー, Dokkorer, #0532, https://archives.bulbagarden.net/wiki/Category:Timburr, Fighting, None, Guts, Sheer Force, Iron Fist, 75, 80, 55, 25, 35, 35, 
Gurdurr, Muscular Pokémon, ドテッコツ, Dotekkotsu, #0533, https://archives.bulbagarden.net/wiki/Category:Gurdurr, Fighting, None, Guts, Sheer Force, Iron Fist, 85, 105, 85, 40, 50, 40, 
Conkeldurr, Muscular Pokémon, ローブシン, Roubushin, #0534, https://archives.bulbagarden.net/wiki/Category:Conkeldurr, Fighting, None, Guts, Sheer Force, Iron Fist, 105, 140, 95, 55, 65, 45, 
Tympole, Tadpole Pokémon, オタマロ, Otamaro, #0535, https://archives.bulbagarden.net/wiki/Category:Tympole, Water, None, Swift Swim, Hydration, Water Absorb, 50, 50, 40, 50, 40, 64, 
Palpitoad, Vibration Pokémon, ガマガル, Gamagaru, #0536, https://archives.bulbagarden.net/wiki/Category:Palpitoad, Water, Ground, Swift Swim, Hydration, Water Absorb, 75, 65, 55, 65, 55, 69, 
Seismitoad, Vibration Pokémon, ガマゲロゲ, Gamageroge, #0537, https://archives.bulbagarden.net/wiki/Category:Seismitoad, Water, Ground, Swift Swim, Poison Touch, Water Absorb, 105, 95, 75, 85, 75, 74, 
Throh, Judo Pokémon, ナゲキ, Nageki, #0538, https://archives.bulbagarden.net/wiki/Category:Throh, Fighting, None, Guts, Inner Focus, Mold Breaker, 120, 100, 85, 30, 85, 45, 
Sawk, Karate Pokémon, ダゲキ, Dageki, #0539, https://archives.bulbagarden.net/wiki/Category:Sawk, Fighting, None, Sturdy, Inner Focus, Mold Breaker, 75, 125, 75, 30, 75, 85, 
Sewaddle, Sewing Pokémon, クルミル, Kurumiru, #0540, https://archives.bulbagarden.net/wiki/Category:Sewaddle, Bug, Grass, Swarm, Chlorophyll, Overcoat, 45, 53, 70, 40, 60, 42, 
Swadloon, Leaf-Wrapped Pokémon, クルマユ, Kurumayu, #0541, https://archives.bulbagarden.net/wiki/Category:Swadloon, Bug, Grass, Leaf Guard, Chlorophyll, Overcoat, 55, 63, 90, 50, 80, 42, 
Leavanny, Nurturing Pokémon, ハハコモリ, Hahakomori, #0542, https://archives.bulbagarden.net/wiki/Category:Leavanny, Bug, Grass, Swarm, Chlorophyll, Overcoat, 75, 103, 80, 70, 80, 92, 
Venipede, Centipede Pokémon, フシデ, Fushide, #0543, https://archives.bulbagarden.net/wiki/Category:Venipede, Bug, Poison, Poison Point, Swarm, Speed Boost, 30, 45, 59, 30, 39, 57, 
Whirlipede, Curlipede Pokémon, ホイーガ, Wheega, #0544, https://archives.bulbagarden.net/wiki/Category:Whirlipede, Bug, Poison, Poison Point, Swarm, Speed Boost, 40, 55, 99, 40, 79, 47, 
Scolipede, Megapede Pokémon, ペンドラー, Pendror, #0545, https://archives.bulbagarden.net/wiki/Category:Scolipede, Bug, Poison, Poison Point, Swarm, Speed Boost, 60, 100, 89, 55, 69, 112, 
Cottonee, Cotton Puff Pokémon, モンメン, Monmen, #0546, https://archives.bulbagarden.net/wiki/Category:Cottonee, Grass, Fairy, Prankster, Infiltrator, Chlorophyll, 40, 27, 60, 37, 50, 66, 
Whimsicott, Windveiled Pokémon, エルフーン, Elfuun, #0547, https://archives.bulbagarden.net/wiki/Category:Whimsicott, Grass, Fairy, Prankster, Infiltrator, Chlorophyll, 60, 67, 85, 77, 75, 116, 
Petilil, Bulb Pokémon, チュリネ, Churine, #0548, https://archives.bulbagarden.net/wiki/Category:Petilil, Grass, None, Chlorophyll, Own Tempo, Leaf Guard, 45, 35, 50, 70, 50, 30, 
Lilligant,  Pokémon, ドレディア, Dredear, #0549, https://archives.bulbagarden.net/wiki/Category:Lilligant, Grass, None, Chlorophyll, Own Tempo, Leaf Guard, 70, 60, 75, 110, 75, 90, 
Basculin,  Pokémon, バスラオ, Bassrao, #0550, https://archives.bulbagarden.net/wiki/Category:Basculin, Water, None, Reckless, Adaptability, Mold Breaker, 70, 92, 65, 80, 55, 98, 
Sandile, Desert Croc Pokémon, メグロコ, Meguroco, #0551, https://archives.bulbagarden.net/wiki/Category:Sandile, Ground, Dark, Intimidate, Moxie, Anger Point, 50, 72, 35, 35, 35, 65, 
Krokorok, Desert Croc Pokémon, ワルビル, Waruvile, #0552, https://archives.bulbagarden.net/wiki/Category:Krokorok, Ground, Dark, Intimidate, Moxie, Anger Point, 60, 82, 45, 45, 45, 74, 
Krookodile, Intimidation Pokémon, ワルビアル, Waruvial, #0553, https://archives.bulbagarden.net/wiki/Category:Krookodile, Ground, Dark, Intimidate, Moxie, Anger Point, 95, 117, 80, 65, 70, 92, 
Darumaka, Zen Charm Pokémon, ダルマッカ, Darumakka, #0554, https://archives.bulbagarden.net/wiki/Category:Darumaka, Fire, None, Hustle, None, Inner Focus, 70, 90, 45, 15, 45, 50, 
Darmanitan,  Pokémon, ヒヒダルマ, Hihidaruma, #0555, https://archives.bulbagarden.net/wiki/Category:Darmanitan, Fire, None, Sheer Force, None, Zen Mode, 105, 140, 55, 30, 55, 95, 
Maractus, Cactus Pokémon, マラカッチ, Maracacchi, #0556, https://archives.bulbagarden.net/wiki/Category:Maractus, Grass, None, Water Absorb, Chlorophyll, Storm Drain, 75, 86, 67, 106, 67, 60, 
Dwebble, Rock Inn Pokémon, イシズマイ, Ishizumai, #0557, https://archives.bulbagarden.net/wiki/Category:Dwebble, Bug, Rock, Sturdy, Shell Armor, Weak Armor, 50, 65, 85, 35, 35, 55, 
Crustle, Stone Home Pokémon, イワパレス, Iwapalace, #0558, https://archives.bulbagarden.net/wiki/Category:Crustle, Bug, Rock, Sturdy, Shell Armor, Weak Armor, 70, 105, 125, 65, 75, 45, 
Scraggy, Shedding Pokémon, ズルッグ, Zuruggu, #0559, https://archives.bulbagarden.net/wiki/Category:Scraggy, Dark, Fighting, Shed Skin, Moxie, Intimidate, 50, 75, 70, 35, 70, 48, 
Scrafty, Hoodlum Pokémon, ズルズキン, Zuruzukin, #0560, https://archives.bulbagarden.net/wiki/Category:Scrafty, Dark, Fighting, Shed Skin, Moxie, Intimidate, 65, 90, 115, 45, 115, 58, 
Sigilyph, Avianoid Pokémon, シンボラー, Symboler, #0561, https://archives.bulbagarden.net/wiki/Category:Sigilyph, Psychic, Flying, Wonder Skin, Magic Guard, Tinted Lens, 72, 58, 80, 103, 80, 97, 
Yamask, Spirit Pokémon, デスマス, Desumasu, #0562, https://archives.bulbagarden.net/wiki/Category:Yamask, Ghost, None, Mummy, None, None, 38, 30, 85, 55, 65, 30, 
Cofagrigus, Coffin Pokémon, デスカーン, Desukarn, #0563, https://archives.bulbagarden.net/wiki/Category:Cofagrigus, Ghost, None, Mummy, None, None, 58, 50, 145, 95, 105, 30, 
Tirtouga, Prototurtle Pokémon, プロトーガ, Protoga, #0564, https://archives.bulbagarden.net/wiki/Category:Tirtouga, Water, Rock, Solid Rock, Sturdy, Swift Swim, 54, 78, 103, 53, 45, 22, 
Carracosta, Prototurtle Pokémon, アバゴーラ, Abagoura, #0565, https://archives.bulbagarden.net/wiki/Category:Carracosta, Water, Rock, Solid Rock, Sturdy, Swift Swim, 74, 108, 133, 83, 65, 32, 
Archen, First Bird Pokémon, アーケン, Archen, #0566, https://archives.bulbagarden.net/wiki/Category:Archen, Rock, Flying, Defeatist, None, None, 55, 112, 45, 74, 45, 70, 
Archeops, First Bird Pokémon, アーケオス, Archeos, #0567, https://archives.bulbagarden.net/wiki/Category:Archeops, Rock, Flying, Defeatist, None, None, 75, 140, 65, 112, 65, 110, 
Trubbish, Trash Bag Pokémon, ヤブクロン, Yabukuron, #0568, https://archives.bulbagarden.net/wiki/Category:Trubbish, Poison, None, Stench, Sticky Hold, Aftermath, 50, 50, 62, 40, 62, 65, 
Garbodor, Trash Heap Pokémon, ダストダス, Dustdas, #0569, https://archives.bulbagarden.net/wiki/Category:Garbodor, Poison, None, Stench, Weak Armor, Aftermath, 80, 95, 82, 60, 82, 75, 
Zorua,  Pokémon, ゾロア, Zorua, #0570, https://archives.bulbagarden.net/wiki/Category:Zorua, Dark, None, Illusion, None, None, 40, 65, 40, 80, 40, 65, 
Zoroark,  Pokémon, ゾロアーク, Zoroark, #0571, https://archives.bulbagarden.net/wiki/Category:Zoroark, Dark, None, Illusion, None, None, 60, 105, 60, 120, 60, 105, 
Minccino, Chinchilla Pokémon, チラーミィ, Chillarmy, #0572, https://archives.bulbagarden.net/wiki/Category:Minccino, Normal, None, Cute Charm, Technician, Skill Link, 55, 50, 40, 40, 40, 75, 
Cinccino, Scarf Pokémon, チラチーノ, Chillaccino, #0573, https://archives.bulbagarden.net/wiki/Category:Cinccino, Normal, None, Cute Charm, Technician, Skill Link, 75, 95, 60, 65, 60, 115, 
Gothita, Fixation Pokémon, ゴチム, Gothimu, #0574, https://archives.bulbagarden.net/wiki/Category:Gothita, Psychic, None, Frisk, Competitive, Shadow Tag, 45, 30, 50, 55, 65, 45, 
Gothorita, Manipulate Pokémon, ゴチミル, Gothimiru, #0575, https://archives.bulbagarden.net/wiki/Category:Gothorita, Psychic, None, Frisk, Competitive, Shadow Tag, 60, 45, 70, 75, 85, 55, 
Gothitelle, Astral Body Pokémon, ゴチルゼル, Gothiruselle, #0576, https://archives.bulbagarden.net/wiki/Category:Gothitelle, Psychic, None, Frisk, Competitive, Shadow Tag, 70, 55, 95, 95, 110, 65, 
Solosis, Cell Pokémon, ユニラン, Uniran, #0577, https://archives.bulbagarden.net/wiki/Category:Solosis, Psychic, None, Overcoat, Magic Guard, Regenerator, 45, 30, 40, 105, 50, 20, 
Duosion, Mitosis Pokémon, ダブラン, Doublan, #0578, https://archives.bulbagarden.net/wiki/Category:Duosion, Psychic, None, Overcoat, Magic Guard, Regenerator, 65, 40, 50, 125, 60, 30, 
Reuniclus, Multiplying Pokémon, ランクルス, Lanculus, #0579, https://archives.bulbagarden.net/wiki/Category:Reuniclus, Psychic, None, Overcoat, Magic Guard, Regenerator, 110, 65, 75, 125, 85, 30, 
Ducklett, Water Bird Pokémon, コアルヒー, Koaruhie, #0580, https://archives.bulbagarden.net/wiki/Category:Ducklett, Water, Flying, Keen Eye, Big Pecks, Hydration, 62, 44, 50, 44, 50, 55, 
Swanna, White Bird Pokémon, スワンナ, Swanna, #0581, https://archives.bulbagarden.net/wiki/Category:Swanna, Water, Flying, Keen Eye, Big Pecks, Hydration, 75, 87, 63, 87, 63, 98, 
Vanillite, Fresh Snow Pokémon, バニプッチ, Vanipeti, #0582, https://archives.bulbagarden.net/wiki/Category:Vanillite, Ice, None, Ice Body, Snow Cloak, Weak Armor, 36, 50, 50, 65, 60, 44, 
Vanillish, Icy Snow Pokémon, バニリッチ, Vanirich, #0583, https://archives.bulbagarden.net/wiki/Category:Vanillish, Ice, None, Ice Body, Snow Cloak, Weak Armor, 51, 65, 65, 80, 75, 59, 
Vanilluxe, Snowstorm Pokémon, バイバニラ, Baivanilla, #0584, https://archives.bulbagarden.net/wiki/Category:Vanilluxe, Ice, None, Ice Body, Snow Warning, Weak Armor, 71, 95, 85, 110, 95, 79, 
Deerling, Season Pokémon, シキジカ, Shikijika, #0585, https://archives.bulbagarden.net/wiki/Category:Deerling, Normal, Grass, Chlorophyll, Sap Sipper, Serene Grace, 60, 60, 50, 40, 50, 75, 
Sawsbuck, Season Pokémon, メブキジカ, Mebukijika, #0586, https://archives.bulbagarden.net/wiki/Category:Sawsbuck, Normal, Grass, Chlorophyll, Sap Sipper, Serene Grace, 80, 100, 70, 60, 70, 95, 
Emolga, Sky Squirrel Pokémon, エモンガ, Emolga, #0587, https://archives.bulbagarden.net/wiki/Category:Emolga, Electric, Flying, Static, None, Motor Drive, 55, 75, 60, 75, 60, 103, 
Karrablast, Clamping Pokémon, カブルモ, Kaburumo, #0588, https://archives.bulbagarden.net/wiki/Category:Karrablast, Bug, None, Swarm, Shed Skin, No Guard, 50, 75, 45, 40, 45, 60, 
Escavalier, Cavalry Pokémon, シュバルゴ, Chevargo, #0589, https://archives.bulbagarden.net/wiki/Category:Escavalier, Bug, Steel, Swarm, Shell Armor, Overcoat, 70, 135, 105, 60, 105, 20, 
Foongus, Mushroom Pokémon, タマゲタケ, Tamagetake, #0590, https://archives.bulbagarden.net/wiki/Category:Foongus, Grass, Poison, Effect Spore, None, Regenerator, 69, 55, 45, 55, 55, 15, 
Amoonguss, Mushroom Pokémon, モロバレル, Morobareru, #0591, https://archives.bulbagarden.net/wiki/Category:Amoonguss, Grass, Poison, Effect Spore, None, Regenerator, 114, 85, 70, 85, 80, 30, 
Frillish, Floating Pokémon, プルリル, Pururill, #0592, https://archives.bulbagarden.net/wiki/Category:Frillish, Water, Ghost, Water Absorb, Cursed Body, Damp, 55, 40, 50, 65, 85, 40, 
Jellicent, Floating Pokémon, ブルンゲル, Burungel, #0593, https://archives.bulbagarden.net/wiki/Category:Jellicent, Water, Ghost, Water Absorb, Cursed Body, Damp, 100, 60, 70, 85, 105, 60, 
Alomomola, Caring Pokémon, ママンボウ, Mamanbou, #0594, https://archives.bulbagarden.net/wiki/Category:Alomomola, Water, None, Healer, Hydration, Regenerator, 165, 75, 80, 40, 45, 65, 
Joltik, Attaching Pokémon, バチュル, Bachuru, #0595, https://archives.bulbagarden.net/wiki/Category:Joltik, Bug, Electric, Compound Eyes, Unnerve, Swarm, 50, 47, 50, 57, 50, 65, 
Galvantula, EleSpider Pokémon, デンチュラ, Dentula, #0596, https://archives.bulbagarden.net/wiki/Category:Galvantula, Bug, Electric, Compound Eyes, Unnerve, Swarm, 70, 77, 60, 97, 60, 108, 
Ferroseed, Thorn Seed Pokémon, テッシード, Tesseed, #0597, https://archives.bulbagarden.net/wiki/Category:Ferroseed, Grass, Steel, Iron Barbs, None, None, 44, 50, 91, 24, 86, 10, 
Ferrothorn, Thorn Pod Pokémon, ナットレイ, Nutrey, #0598, https://archives.bulbagarden.net/wiki/Category:Ferrothorn, Grass, Steel, Iron Barbs, None, Anticipation, 74, 94, 131, 54, 116, 20, 
Klink, Gear Pokémon, ギアル, Giaru, #0599, https://archives.bulbagarden.net/wiki/Category:Klink, Steel, None, Plus, Minus, Clear Body, 40, 55, 70, 45, 60, 30, 
Klang, Gear Pokémon, ギギアル, Gigiaru, #0600, https://archives.bulbagarden.net/wiki/Category:Klang, Steel, None, Plus, Minus, Clear Body, 60, 80, 95, 70, 85, 50, 
Klinklang, Gear Pokémon, ギギギアル, Gigigiaru, #0601, https://archives.bulbagarden.net/wiki/Category:Klinklang, Steel, None, Plus, Minus, Clear Body, 60, 100, 115, 70, 85, 90, 
Tynamo, EleFish Pokémon, シビシラス, Shibishirasu, #0602, https://archives.bulbagarden.net/wiki/Category:Tynamo, Electric, None, Levitate, None, None, 35, 55, 40, 45, 40, 60, 
Eelektrik, EleFish Pokémon, シビビール, Shibibeel, #0603, https://archives.bulbagarden.net/wiki/Category:Eelektrik, Electric, None, Levitate, None, None, 65, 85, 70, 75, 70, 40, 
Eelektross, EleFish Pokémon, シビルドン, Shibirudon, #0604, https://archives.bulbagarden.net/wiki/Category:Eelektross, Electric, None, Levitate, None, None, 85, 115, 80, 105, 80, 50, 
Elgyem, Cerebral Pokémon, リグレー, Ligray, #0605, https://archives.bulbagarden.net/wiki/Category:Elgyem, Psychic, None, Telepathy, Synchronize, Analytic, 55, 55, 55, 85, 55, 30, 
Beheeyem, Cerebral Pokémon, オーベム, Ohbem, #0606, https://archives.bulbagarden.net/wiki/Category:Beheeyem, Psychic, None, Telepathy, Synchronize, Analytic, 75, 75, 75, 125, 95, 40, 
Litwick, Candle Pokémon, ヒトモシ, Hitomoshi, #0607, https://archives.bulbagarden.net/wiki/Category:Litwick, Ghost, Fire, Flash Fire, Flame Body, Infiltrator, 50, 30, 55, 65, 55, 20, 
Lampent, Lamp Pokémon, ランプラー, Lampler, #0608, https://archives.bulbagarden.net/wiki/Category:Lampent, Ghost, Fire, Flash Fire, Flame Body, Infiltrator, 60, 40, 60, 95, 60, 55, 
Chandelure, Luring Pokémon, シャンデラ, Chandela, #0609, https://archives.bulbagarden.net/wiki/Category:Chandelure, Ghost, Fire, Flash Fire, Flame Body, Infiltrator, 60, 55, 90, 145, 90, 80, 
Axew, Tusk Pokémon, キバゴ, Kibago, #0610, https://archives.bulbagarden.net/wiki/Category:Axew, Dragon, None, Rivalry, Mold Breaker, Unnerve, 46, 87, 60, 30, 40, 57, 
Fraxure, Axe Jaw Pokémon, オノンド, Onondo, #0611, https://archives.bulbagarden.net/wiki/Category:Fraxure, Dragon, None, Rivalry, Mold Breaker, Unnerve, 66, 117, 70, 40, 50, 67, 
Haxorus, Axe Jaw Pokémon, オノノクス, Ononokus, #0612, https://archives.bulbagarden.net/wiki/Category:Haxorus, Dragon, None, Rivalry, Mold Breaker, Unnerve, 76, 147, 90, 60, 70, 97, 
Cubchoo, Chill Pokémon, クマシュン, Kumasyun, #0613, https://archives.bulbagarden.net/wiki/Category:Cubchoo, Ice, None, Snow Cloak, Slush Rush, Rattled, 55, 70, 40, 60, 40, 40, 
Beartic, Freezing Pokémon, ツンベアー, Tunbear, #0614, https://archives.bulbagarden.net/wiki/Category:Beartic, Ice, None, Snow Cloak, Slush Rush, Swift Swim, 95, 130, 80, 70, 80, 50, 
Cryogonal, Crystallizing Pokémon, フリージオ, Freegeo, #0615, https://archives.bulbagarden.net/wiki/Category:Cryogonal, Ice, None, Levitate, None, None, 80, 50, 50, 95, 135, 105, 
Shelmet, Snail Pokémon, チョボマキ, Chobomaki, #0616, https://archives.bulbagarden.net/wiki/Category:Shelmet, Bug, None, Hydration, Shell Armor, Overcoat, 50, 40, 85, 40, 65, 25, 
Accelgor, Shell Out Pokémon, アギルダー, Agilder, #0617, https://archives.bulbagarden.net/wiki/Category:Accelgor, Bug, None, Hydration, Sticky Hold, Unburden, 80, 70, 40, 100, 60, 145, 
Stunfisk, Trap Pokémon, マッギョ, Maggyo, #0618, https://archives.bulbagarden.net/wiki/Category:Stunfisk, Ground, Electric, Static, Limber, Sand Veil, 109, 66, 84, 81, 99, 32, 
Mienfoo, Martial Arts Pokémon, コジョフー, Kojofu, #0619, https://archives.bulbagarden.net/wiki/Category:Mienfoo, Fighting, None, Inner Focus, Regenerator, Reckless, 45, 85, 50, 55, 50, 65, 
Mienshao, Martial Arts Pokémon, コジョンド, Kojondo, #0620, https://archives.bulbagarden.net/wiki/Category:Mienshao, Fighting, None, Inner Focus, Regenerator, Reckless, 65, 125, 60, 95, 60, 105, 
Druddigon, Cave Pokémon, クリムガン, Crimgan, #0621, https://archives.bulbagarden.net/wiki/Category:Druddigon, Dragon, None, Rough Skin, Sheer Force, Mold Breaker, 77, 120, 90, 60, 90, 48, 
Golett, Automaton Pokémon, ゴビット, Gobit, #0622, https://archives.bulbagarden.net/wiki/Category:Golett, Ground, Ghost, Iron Fist, Klutz, No Guard, 59, 74, 50, 35, 50, 35, 
Golurk, Automaton Pokémon, ゴルーグ, Goloog, #0623, https://archives.bulbagarden.net/wiki/Category:Golurk, Ground, Ghost, Iron Fist, Klutz, No Guard, 89, 124, 80, 55, 80, 55, 
Pawniard, Sharp Blade Pokémon, コマタナ, Komatana, #0624, https://archives.bulbagarden.net/wiki/Category:Pawniard, Dark, Steel, Defiant, Inner Focus, Pressure, 45, 85, 70, 40, 40, 60, 
Bisharp, Sword Blade Pokémon, キリキザン, Kirikizan, #0625, https://archives.bulbagarden.net/wiki/Category:Bisharp, Dark, Steel, Defiant, Inner Focus, Pressure, 65, 125, 100, 60, 70, 70, 
Bouffalant, Bash Buffalo Pokémon, バッフロン, Buffron, #0626, https://archives.bulbagarden.net/wiki/Category:Bouffalant, Normal, None, Reckless, Sap Sipper, Soundproof, 95, 110, 95, 40, 95, 55, 
Rufflet, Eaglet Pokémon, ワシボン, Washibon, #0627, https://archives.bulbagarden.net/wiki/Category:Rufflet, Normal, Flying, Keen Eye, Sheer Force, Hustle, 70, 83, 50, 37, 50, 60, 
Braviary,  Pokémon, ウォーグル, Warrgle, #0628, https://archives.bulbagarden.net/wiki/Category:Braviary, Normal, Flying, Keen Eye, Sheer Force, Defiant, 100, 123, 75, 57, 75, 80, 
Vullaby, Diapered Pokémon, バルチャイ, Valchai, #0629, https://archives.bulbagarden.net/wiki/Category:Vullaby, Dark, Flying, Big Pecks, Overcoat, Weak Armor, 70, 55, 75, 45, 65, 60, 
Mandibuzz, Bone Vulture Pokémon, バルジーナ, Vulgina, #0630, https://archives.bulbagarden.net/wiki/Category:Mandibuzz, Dark, Flying , Big Pecks, Overcoat, Weak Armor, 110, 65, 105, 55, 95, 80, 
Heatmor, Anteater Pokémon, クイタラン, Kuitaran, #0631, https://archives.bulbagarden.net/wiki/Category:Heatmor, Fire, None, Gluttony, Flash Fire, White Smoke, 85, 97, 66, 105, 66, 65, 
Durant, Iron Ant Pokémon, アイアント, Aiant, #0632, https://archives.bulbagarden.net/wiki/Category:Durant, Bug, Steel, Swarm, Hustle, Truant, 58, 109, 112, 48, 48, 109, 
Deino, Irate Pokémon, モノズ, Monozu, #0633, https://archives.bulbagarden.net/wiki/Category:Deino, Dark, Dragon, Hustle, None, None, 52, 65, 50, 45, 50, 38, 
Zweilous, Hostile Pokémon, ジヘッド, Dihead, #0634, https://archives.bulbagarden.net/wiki/Category:Zweilous, Dark, Dragon, Hustle, None, None, 72, 85, 70, 65, 70, 58, 
Hydreigon, Brutal Pokémon, サザンドラ, Sazandora, #0635, https://archives.bulbagarden.net/wiki/Category:Hydreigon, Dark, Dragon, Levitate, None, None, 92, 105, 90, 125, 90, 98, 
Larvesta, Torch Pokémon, メラルバ, Merlarva, #0636, https://archives.bulbagarden.net/wiki/Category:Larvesta, Bug, Fire, Flame Body, None, Swarm, 55, 85, 55, 50, 55, 60, 
Volcarona, Sun Pokémon, ウルガモス, Ulgamoth, #0637, https://archives.bulbagarden.net/wiki/Category:Volcarona, Bug, Fire, Flame Body, None, Swarm, 85, 60, 65, 135, 105, 100, 
Cobalion, Iron Will Pokémon, コバルオン, Cobalon, #0638, https://archives.bulbagarden.net/wiki/Category:Cobalion, Steel, Fighting, Justified, None, None, 91, 90, 129, 90, 72, 108, 
Terrakion, Cavern Pokémon, テラキオン, Terrakion, #0639, https://archives.bulbagarden.net/wiki/Category:Terrakion, Rock, Fighting, Justified, None, None, 91, 129, 90, 72, 90, 108, 
Virizion, Grassland Pokémon, ビリジオン, Virizion, #0640, https://archives.bulbagarden.net/wiki/Category:Virizion, Grass, Fighting, Justified, None, None, 91, 90, 72, 90, 129, 108, 
Tornadus, Cyclone Pokémon, トルネロス, Tornelos, #0641, https://archives.bulbagarden.net/wiki/Category:Tornadus, Flying, None, Prankster, None, Defiant, 79, 115, 70, 125, 80, 111, 
Thundurus, Bolt Strike Pokémon, ボルトロス, Voltolos, #0642, https://archives.bulbagarden.net/wiki/Category:Thundurus, Electric, Flying, Prankster, None, Defiant, 79, 115, 70, 125, 80, 111, 
Reshiram, Vast White Pokémon, レシラム, Reshiram, #0643, https://archives.bulbagarden.net/wiki/Category:Reshiram, Dragon, Fire, Turboblaze, None, None, 100, 120, 100, 150, 120, 90, 
Zekrom, Deep Black Pokémon, ゼクロム, Zekrom, #0644, https://archives.bulbagarden.net/wiki/Category:Zekrom, Dragon, Electric, Teravolt, None, None, 100, 150, 120, 120, 100, 90, 
Landorus, Abundance Pokémon, ランドロス, Landlos, #0645, https://archives.bulbagarden.net/wiki/Category:Landorus, Ground, Flying, Sand Force, None, Sheer Force, 89, 125, 90, 115, 80, 101, 
Kyurem, Boundary Pokémon, キュレム, Kyurem, #0646, https://archives.bulbagarden.net/wiki/Category:Kyurem, Dragon, Ice, Pressure, None, None, 125, 130, 90, 130, 90, 95, 
Keldeo, Colt Pokémon, ケルディオ, Keldeo, #0647, https://archives.bulbagarden.net/wiki/Category:Keldeo, Water, Fighting, Justified, None, None, 91, 72, 90, 129, 90, 108, 
Meloetta, Melody Pokémon, メロエッタ, Meloetta, #0648, https://archives.bulbagarden.net/wiki/Category:Meloetta, Normal, Psychic, Serene Grace, None, None, 100, 77, 77, 128, 128, 90, 
Genesect, Paleozoic Pokémon, ゲノセクト, Genesect, #0649, https://archives.bulbagarden.net/wiki/Category:Genesect, Bug, Steel, Download, None, None, 71, 120, 95, 120, 95, 99, 
Chespin, Spiny Nut Pokémon, ハリマロン, Harimaron, #0650, https://archives.bulbagarden.net/wiki/Category:Chespin, Grass, None, Overgrow, None, Bulletproof, 56, 61, 65, 48, 45, 38, 
Quilladin, Spiny Armor Pokémon, ハリボーグ, Hariborg, #0651, https://archives.bulbagarden.net/wiki/Category:Quilladin, Grass, None, Overgrow, None, Bulletproof, 61, 78, 95, 56, 58, 57, 
